threadTitle,threadDescription,keyStageTitle,yearTitle,examBoardTitle,unitId,unitTitle,unitDescription,unitThreadOrder,threadProgressionStatement
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 3,Year 9,NoBoard,544,Post-war Britain: for whom did the United Kingdom become a 'New Jerusalem'?,"In this unit, pupils learn about the significant changes that took place in post-war Britain: the establishment of the NHS and the welfare state, the growth of social democracy, the changing role of women and the experience of racism in Britain.",11,"Thread: Invasion, migration and settlement
Previous Unit: 508 The Norman Conquest: how do we know about the impact of the Conquest on England? (KS3, Y7)
Current Unit: 544 Post-war Britain: for whom did the United Kingdom become a 'New Jerusalem'? (KS3, Y9)
Next Unit: 772 (AQA) Migration: how was medieval Britain impacted by conquest and settlement? (KS4, Y10)

In this unit, the thread progresses as pupils examine how post-war immigration to Britain, including the arrival of the Windrush generation, reshapes societal dynamics and identity. They evaluate the impact of policies like the British Nationality Act of 1948 and the resulting experiences of racism and discrimination faced by Caribbean migrants, expanding their understanding of how migration influences cultural and social landscapes in a modern context."
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 3,Year 9,NoBoard,544,Post-war Britain: for whom did the United Kingdom become a 'New Jerusalem'?,"In this unit, pupils learn about the significant changes that took place in post-war Britain: the establishment of the NHS and the welfare state, the growth of social democracy, the changing role of women and the experience of racism in Britain.",12,"Thread: Invasion, migration and settlement
Previous Unit: 508 The Norman Conquest: how do we know about the impact of the Conquest on England? (KS3, Y7)
Current Unit: 544 Post-war Britain: for whom did the United Kingdom become a 'New Jerusalem'? (KS3, Y9)
Next Unit: 793 (Edexcel) Migration: how was Britain impacted by migration in the medieval period? (KS4, Y10)

In this unit, the thread progresses as pupils examine how post-war immigration to Britain, including the arrival of the Windrush generation, reshapes societal dynamics and identity. They evaluate the impact of policies like the British Nationality Act of 1948 and the resulting experiences of racism and discrimination faced by Caribbean migrants, expanding their understanding of how migration influences cultural and social landscapes in a modern context."
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 4,Year 10,AQA,772,Migration: how was medieval Britain impacted by conquest and settlement?,"In this unit, pupils learn about the impact of conquest and settlement on medieval Britain. They learn about the roles played by Viking and Norman invasions, the growth of the Angevin Empire and the impact of the Hundred Year's War.",13,"Thread: Invasion, migration and settlement
Previous Unit: 544 Post-war Britain: for whom did the United Kingdom become a 'New Jerusalem'? (KS3, Y9)
Current Unit: 772 (AQA) Migration: how was medieval Britain impacted by conquest and settlement? (KS4, Y10)
Next Unit: 773 (AQA) Migration: what caused westward migration from the 16th to the 18th centuries? (KS4, Y10)

In this unit, the thread progresses as pupils explore the dynamic interplay of invasions and settlements in medieval Britain. They examine how Viking and Norman conquests, such as the Battle of Edington and Hastings, reshape societal structures, like the feudal system. By analysing events like the Hundred Years' War, pupils understand how these conflicts and migrations contribute to evolving identities and cultural exchanges, culminating in a distinct English identity."
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 4,Year 10,Edexcel,793,Migration: how was Britain impacted by migration in the medieval period?,"In this unit, pupils learn about medieval migration to Britain. They examine Viking, Norman, and Jewish migration, analysing the impact this had on Britain, with a particular focus on England.",14,"Thread: Invasion, migration and settlement
Previous Unit: 544 Post-war Britain: for whom did the United Kingdom become a 'New Jerusalem'? (KS3, Y9)
Current Unit: 793 (Edexcel) Migration: how was Britain impacted by migration in the medieval period? (KS4, Y10)
Next Unit: 794 (Edexcel) Migration: how far was England changed by early modern migration? (KS4, Y10)

In this unit, the thread progresses as pupils analyse how different groups, including Vikings, Normans, and Jews, migrated to medieval Britain, impacting its economy and culture. Pupils evaluate the Viking transformation of York, the Norman influence on political and religious structures, and the roles of Jewish moneylenders. They assess how these migrations shaped societal dynamics, offering concrete examples of how invasions and migrations influence a nation's development."
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 4,Year 10,AQA,773,Migration: what caused westward migration from the 16th to the 18th centuries?,"In this unit, pupils examine the factors that led to westward migration from Britain across the 16th, 17th and 18th centuries. They learn about the connections between migration, North America and the Transatlantic Slave Trade alongside studies of Huguenot and Scottish migration.",15,"Thread: Invasion, migration and settlement
Previous Unit: 772 (AQA) Migration: how was medieval Britain impacted by conquest and settlement? (KS4, Y10)
Current Unit: 773 (AQA) Migration: what caused westward migration from the 16th to the 18th centuries? (KS4, Y10)
Next Unit: 774 (AQA) Migration: how did Britain expand its control over India and Africa? (KS4, Y10)

In this unit, the thread progresses as pupils evaluate the diverse causes and consequences of westward migration between the 16th and 18th centuries. They assess the impact of events like the forced displacement of indigenous peoples and the transportation of enslaved West Africans. By analysing the Huguenots' migration due to religious persecution and economic motivations for relocation, pupils create connections between migration patterns and the evolving identities in America, Ireland, and Scotland."
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 4,Year 10,Edexcel,794,Migration: how far was England changed by early modern migration?,"In this unit, pupils learn about various migrants to England in the early modern period. They investigate how Flemish, Walloon, African, Huguenot and Jewish migrants all came to England and the changes this brought about.",16,"Thread: Invasion, migration and settlement
Previous Unit: 793 (Edexcel) Migration: how was Britain impacted by migration in the medieval period? (KS4, Y10)
Current Unit: 794 (Edexcel) Migration: how far was England changed by early modern migration? (KS4, Y10)
Next Unit: 795 (Edexcel) Migration: what was the impact of 18th and 19th century migration? (KS4, Y10)

In this unit, the thread progresses as pupils evaluate the impact of diverse migrant groups on early modern England. They apply their understanding of migration by analysing how figures like William Cecil facilitated Flemish and Walloon settlement for economic gains, and compare the varied experiences of Huguenot, Jewish, and African migrants. Pupils assess how religious and economic motivations drove migration and shaped societal and cultural changes during this period."
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 4,Year 10,AQA,774,Migration: how did Britain expand its control over India and Africa?,"In this unit, pupils learn about the origins of British rule in India and how this was challenged by rebellion. They also examine Britain's role in the scramble for Africa and the Boer War, reflecting on what sources can tell them about the expansion of the Empire.",17,"Thread: Invasion, migration and settlement
Previous Unit: 773 (AQA) Migration: what caused westward migration from the 16th to the 18th centuries? (KS4, Y10)
Current Unit: 774 (AQA) Migration: how did Britain expand its control over India and Africa? (KS4, Y10)
Next Unit: 775 (AQA) Migration: in what ways did empire impact migration to and from Britain? (KS4, Y10)

In this unit, the thread progresses by examining how British control expanded in India and Africa, highlighting the shift of power from the Mughal Empire to the British Crown and figures like Cecil Rhodes. Pupils evaluate the impact of the Indian Rebellion of 1857 and the Boer Wars, using diverse sources to assess the consequences of imperial expansion, thereby understanding the complex interplay of economic interests, political control, and social change in empire building."
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 4,Year 10,Edexcel,795,Migration: what was the impact of 18th and 19th century migration?,"In this unit, pupils learn about the impact of migration to and from Britain in the 18th and 19th centuries. They learn about how the Industrial Revolution led to internal migration and look at the role of the Empire in stimulating migration.",18,"Thread: Invasion, migration and settlement
Previous Unit: 794 (Edexcel) Migration: how far was England changed by early modern migration? (KS4, Y10)
Current Unit: 795 (Edexcel) Migration: what was the impact of 18th and 19th century migration? (KS4, Y10)
Next Unit: 796 (Edexcel) Migration: how far have migrants been welcomed in modern Britain? (KS4, Y10)

In this unit, the thread progresses as pupils examine the varied impacts of 18th and 19th-century migration on Britain. They analyse how the Industrial Revolution prompted internal and international migration, linking economic changes to demographic shifts. Pupils assess the experiences of different migrant groups, such as Germans, French, Italians, and Jews, understanding how these migrations influenced Britain's economy, society, and cultural landscape, particularly in cities like Liverpool and the East End."
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 4,Year 10,AQA,775,Migration: in what ways did empire impact migration to and from Britain?,"In this unit, pupils learn about Irish and Jewish migration and migration within the British Empire. Pupils examine imperial propaganda and the impact of the World Wars on migration to and from Britain.",19,"Thread: Invasion, migration and settlement
Previous Unit: 774 (AQA) Migration: how did Britain expand its control over India and Africa? (KS4, Y10)
Current Unit: 775 (AQA) Migration: in what ways did empire impact migration to and from Britain? (KS4, Y10)
Next Unit: 776 (AQA) Migration: understanding post-WW2 migrant experiences (KS4, Y10)

In this unit, the thread progresses as pupils analyse the impact of the British Empire on migration patterns, focusing on Irish and Jewish communities. They examine how imperial propaganda and the World Wars influenced migration to and from Britain, adding depth to their understanding of migration's socio-political causes and consequences. Pupils also explore how colonial soldiers' experiences during the World Wars contributed to complex migration and settlement narratives within the Empire."
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 4,Year 10,Edexcel,796,Migration: how far have migrants been welcomed in modern Britain?,"In this unit, pupils evaluate the experiences of migrants in the modern period. They learn about post-war migration from Britain's former colonies and its impact on race relations. They then learn about the impact of Britain's EU membership and the experiences of refugees and asylum seekers.",20,"Thread: Invasion, migration and settlement
Previous Unit: 795 (Edexcel) Migration: what was the impact of 18th and 19th century migration? (KS4, Y10)
Current Unit: 796 (Edexcel) Migration: how far have migrants been welcomed in modern Britain? (KS4, Y10)
Next Unit: 797 (Edexcel) The historical environment: what does Notting Hill tell us about migration? (KS4, Y10)

In this unit, the thread progresses as pupils evaluate Britain's post-war migration and its socio-political impacts. They contrast colonial soldiers' roles in the World Wars with post-war migration from the Caribbean and Europe, examining how economic needs and laws like the 1948 Nationality Act shaped patterns. Pupils assess the influence of EU membership and Brexit on migration, analysing how changing laws and attitudes framed migrants' experiences in cities like Bristol and Leicester."
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 4,Year 10,AQA,776,Migration: understanding post-WW2 migrant experiences,"In this unit, pupils learn about post-war migration to Britain from East Africa, the Caribbean and the Falklands. They also learn about the impact EU membership had on migrant experiences in Britain.",21,"Thread: Invasion, migration and settlement
Previous Unit: 775 (AQA) Migration: in what ways did empire impact migration to and from Britain? (KS4, Y10)
Current Unit: 776 (AQA) Migration: understanding post-WW2 migrant experiences (KS4, Y10)
Next Unit: 787 (AQA) Norman England: why did William conquer England? (KS4, Y10)

In this unit, the thread progresses as pupils analyse the post-WW2 migration to Britain, focusing on significant events such as the Caribbean influx on the Empire Windrush and the expulsion of Asians from Uganda. Pupils evaluate the impact of the 1948 Nationality Act and the UK's EEC membership, understanding how these shaped migration policies and experiences. They explore the societal and cultural contributions of migrants and the tensions leading to Brexit, providing a nuanced view of migration dynamics."
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 4,Year 10,Edexcel,797,The historical environment: what does Notting Hill tell us about migration?,"In this unit, pupils study the historical environment of Notting Hill in the 1950s and 1960s. They learn about the local context of this area and the influence of Caribbean cultures there. They also learn about racism, policing and black activism in the area.",22,"Thread: Invasion, migration and settlement
Previous Unit: 796 (Edexcel) Migration: how far have migrants been welcomed in modern Britain? (KS4, Y10)
Current Unit: 797 (Edexcel) The historical environment: what does Notting Hill tell us about migration? (KS4, Y10)
Next Unit: 780 (Edexcel) Anglo-Saxon and Norman England: who had power in Anglo-Saxon England? (KS4, Y10)

In this unit, the thread progresses as pupils analyse the post-WW2 Caribbean migration to Britain's Notting Hill, focusing on cultural integration and societal tensions. They evaluate the impact of the Windrush generation and explore key events like the Notting Hill riots and the Mangrove Nine trial. Pupils assess how Caribbean culture and activism, through figures like Claudia Jones, reshaped Notting Hill, offering insights into the dynamics of migration and settlement."
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 4,Year 10,AQA,787,Norman England: why did William conquer England?,"In this unit, pupils learn about the events that led to William the Conqueror's invasion and victory at Hastings in 1066. They examine Anglo-Saxon kingship and the reign of Edward the Confessor before explaining William's victory.",23,"Thread: Invasion, migration and settlement
Previous Unit: 776 (AQA) Migration: understanding post-WW2 migrant experiences (KS4, Y10)
Current Unit: 787 (AQA) Norman England: why did William conquer England? (KS4, Y10)
Next Unit: 788 (AQA) Norman England: how did William the Conqueror subdue England? (KS4, Y10)

In this unit, the thread progresses as pupils explore the complex dynamics of kingship and succession in Anglo-Saxon England, examining the interplay between powerful figures like Edward the Confessor, Harold Godwinson, and William of Normandy. This unit extends their understanding of invasion and settlement by evaluating the battles, alliances, and claims that led to William's conquest, highlighting how military tactics and political manoeuvres shape historical outcomes."
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 4,Year 10,Edexcel,780,Anglo-Saxon and Norman England: who had power in Anglo-Saxon England?,"In this unit, pupils begin their study of Anglo-Saxon and Anglo-Norman England by examining the politics, economy and society of Anglo-Saxon England c. 1060. They learn about how England was governed, who held power and why.",24,"Thread: Invasion, migration and settlement
Previous Unit: 797 (Edexcel) The historical environment: what does Notting Hill tell us about migration? (KS4, Y10)
Current Unit: 780 (Edexcel) Anglo-Saxon and Norman England: who had power in Anglo-Saxon England? (KS4, Y10)
Next Unit: 781 (Edexcel) Anglo-Saxon and Norman England: why did the Normans conquer England in 1066? (KS4, Y10)

In this unit, the thread progresses as pupils examine the power dynamics of Anglo-Saxon England, focusing on figures like Edward the Confessor and the Godwin family. They analyse how governance, military, and economic structures function, assessing how these influenced settlement patterns. Events like the uprising against Tostig illustrate the impact of internal conflict on societal stability, enhancing pupils' understanding of how power shifts influence migration and settlement."
"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 4,Year 10,AQA,788,Norman England: how did William the Conqueror subdue England?,"In this unit, pupils learn about the measures taken by William I to subdue his new kingdom. They examine the various techniques he used in response to English rebellions, and reflect on William's consolidation of power by 1070.",25,"Thread: Invasion, migration and settlement
Previous Unit: 787 (AQA) Norman England: why did William conquer England? (KS4, Y10)
Current Unit: 788 (AQA) Norman England: how did William the Conqueror subdue England? (KS4, Y10)
Next Unit: 791 (AQA) Norman England: how far did Norman government change England? (KS4, Y10)

In this unit, the thread progresses as pupils examine William the Conqueror’s strategies for controlling England after 1066. They evaluate his use of land distribution, motte-and-bailey castles, and punitive actions like the Harrying of the North. This deepens their understanding of how military innovation and strategic governance facilitate long-term settlement and control in newly conquered territories."
